Org.;C.Gestor;Pro.;Eco.;Descripción;Créditos Iniciales;Modificaciones de Crédito;Créditos Totales consignados;Saldo de Créditos Retenidos pdtes de utilización;Saldo de Créditos Retenidos para Trans.;Saldo de Acuerd. Créd. para No Disponibil.;Saldo de Gastos Autorizados;Saldo de Gastos Compromet.;Saldo de Obligaciones Reconocidas;Saldo de Pagos Ordenados;Pagos Realizados;Total gastado;Saldo de Créditos disponibles;Saldo de Créditos disp. a nivel de Vinculación;% de Realizacion del Presupuesto;Facturas consumen disp. Pend. Contabilizar;Saldo de Crédito Disponible Real;Gasto Pendiente Aplicar a Presupuesto;Gastado en Fase Definitiva;Capítulo
06;DE-DE - DEPORTES (2019);34010;22103;Suministro de Combustibles y Carburantes-Serv.Grales.Deporte;5.950,00;3.054,25;9.004,25;3.054,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.054,25;5.950,00;170.315,44;0,00%;0,00;5.950,00;3.054,25;6.108,50;2
06;DE-DE - DEPORTES (2019);34010;22104;Suministro de Vestuario-Serv.Grales.Deportes;6.800,00;0,00;6.800,00;4.611,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.611,27;2.188,73;170.315,44;0,00%;0,00;2.188,73;0,00;4.611,27;2
06;DE-DE - DEPORTES (2019);34010;22106;Product. Farmacéuticos y Material Sanitario-Serv.Grales.Depo;2.000,00;0,00;2.000,00;1.356,67;0,00;0,00;0,00;0,00;0,00;0,00;950,89;2.307,56;-307,56;170.315,44;47,54%;0,00;-307,56;0,00;2.307,56;2
06;DE-DE - DEPORTES (2019);34010;22110;Suministro de Productos de Limpieza y Aseo-Serv.Grales.Depor;2.791,59;0,00;2.791,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.791,59;170.315,44;0,00%;0,00;2.791,59;2.168,12;2.168,12;2
06;DE-DE - DEPORTES (2019);34010;22199;Otros Suministros-Serv.Grales.Deportes;6.000,00;0,00;6.000,00;14.937,45;0,00;0,00;0,00;6.969,61;11.272,72;0,00;20.170,93;53.350,71;-47.350,71;170.315,44;524,06%;0,00;-47.350,71;0,00;53.350,71;2
06;DE-DE - DEPORTES (2019);34010;22201;Comunicaciones Postales-Serv.Grales.Deportes;300,00;0,00;300,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;280,00;170.315,44;0,00%;0,00;280,00;0,00;20,00;2
06;DE-DE - DEPORTES (2019);34010;22300;Transportes de Mercancías-Serv.Grales.Deportes;170,00;0,00;170,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;170,00;170.315,44;0,00%;0,00;170,00;0,00;0,00;2
06;DE-DE - DEPORTES (2019);34010;22601;Atenciones Protocolarias y Representativas-Serv.Grales.Depor;1.275,00;0,00;1.275,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.275,00;170.315,44;0,00%;0,00;1.275,00;6.048,00;6.048,00;2
06;DE-DE - DEPORTES (2019);34010;22606;Reuniones, Conferencias y Cursos-Serv.Grales.Deportes;2.615,00;0,00;2.615,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.615,00;170.315,44;0,00%;0,00;2.615,00;0,00;0,00;2
06;DE-DE - DEPORTES (2019);34010;22700;Limpieza y Aseo-Serv.Grales.Deportes;682,56;0,00;682,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;682,56;170.315,44;0,00%;0,00;682,56;1.338,74;1.338,74;2
06;DE-DE - DEPORTES (2019);34010;22706;Estudios y Trabajos Técnicos-Serv.Grales.Deportes;10.625,00;124,32;10.749,32;124,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;124,32;10.625,00;170.315,44;0,00%;0,00;10.625,00;124,32;248,64;2
06;DE-DE - DEPORTES (2019);34010;22799;Otros trabajos realizados por otras empresas y prof-Ser.g.De;76.450,00;0,00;76.450,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;76.450,00;170.315,44;0,00%;0,00;76.450,00;0,00;0,00;2
06;DE-DE - DEPORTES (2019);34010;23020;Dietas del personal no directivo- Serv. grales. Deportes;0,00;0,00;0,00;427,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;427,20;-427,20;170.315,44; ;112,20;-539,40;0,00;427,20;2
06;DE-DE - DEPORTES (2019);34010;23120;Locomoción el personal no directivo- Serv. grales. Deportes;0,00;0,00;0,00;301,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;301,30;-301,30;170.315,44; ;307,40;-608,70;0,00;301,30;2
06;DE-DE - DEPORTES (2019);34010;48900;Otras transferencias- S.Grales. Deportes;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14.072,00; ;0,00;0,00;3.848.651,37;3.848.651,37;4
06;DE-DE - DEPORTES (2019);34010;62300;Maquinaria, instalaciones y utillaje- Serv.Grales Deportes;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;163.503,54; ;0,00;0,00;0,00;0,00;6
06;DE-DE - DEPORTES (2019);34010;62400;Adquisición de elementos de transporte-S.G.Deportes;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;163.503,54; ;0,00;0,00;0,00;0,00;6
06;DE-DE - DEPORTES (2019);34110;13000;Retribuciones básicas. Promoción y Formento del Deporte;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12.526,48;12.526,48;-12.526,48;5.611.250,10; ;0,00;-12.526,48;0,00;12.526,48;1
06;DE-DE - DEPORTES (2019);34110;13002;Otras remuneraciones. Promoción y Formento del Deporte;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16.999,08;16.999,08;-16.999,08;5.611.250,10; ;0,00;-16.999,08;0,00;16.999,08;1
06;DE-DE - DEPORTES (2019);34110;13101;Indefinidos no fijos de plantilla-Prom.y fomento deporte;573.695,40;82.958,78;656.654,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;831.788,87;831.788,87;-175.134,69;5.611.250,10;126,67%;0,00;-175.134,69;0,00;831.788,87;1
06;DE-DE - DEPORTES (2019);34110;15000;Productividad-Prom.y fomento deporte;2.478,12;0,00;2.478,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8.769,19;8.769,19;-6.291,07;5.611.250,10;353,86%;0,00;-6.291,07;0,00;8.769,19;1
06;DE-DE - DEPORTES (2019);34110;15100;Gratificaciones. Promoción y Formento del Deporte;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;41.461,62;41.461,62;-41.461,62;5.611.250,10; ;0,00;-41.461,62;0,00;41.461,62;1
06;DE-DE - DEPORTES (2019);34110;16000;Seguridad Social-Prom.y fomento deporte;188.420,58;18.514,59;206.935,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;282.057,78;282.057,78;-75.122,61;5.611.250,10;136,30%;0,00;-75.122,61;0,00;282.057,78;1
06;DE-DE - DEPORTES (2019);34110;16204;Acción social-Prom.y fomento deporte;51.895,08;0,00;51.895,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;110.464,57;110.464,57;-58.569,49;5.611.250,10;212,86%;0,00;-58.569,49;0,00;110.464,57;1
06;DE-DE - DEPORTES (2019);34110;20800;Arrendamientos de otro inmovilizado material-Promocion y fom;2.125,00;0,00;2.125,00;0,00;0,00;0,00;0,00;565,07;0,00;0,00;0,00;565,07;1.559,93;170.315,44;0,00%;0,00;1.559,93;0,00;565,07;2
06;DE-DE - DEPORTES (2019);34110;22001;Prensa, revistas, libros y otras publicaciones-Promoc.deport;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;170.315,44; ;0,00;0,00;0,00;0,00;2
06;DE-DE - DEPORTES (2019);34110;22199;Otros suministros-Prom.y fomento deporte;8.780,00;0,00;8.780,00;5.459,45;0,00;0,00;0,00;0,04;0,00;0,00;9.515,27;14.974,76;-6.194,76;170.315,44;108,37%;0,00;-6.194,76;0,00;14.974,76;2
06;DE-DE - DEPORTES (2019);34110;22400;Primas de seguros-Promoción Fomento Deportes;1.450,00;0,00;1.450,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.450,00;170.315,44;0,00%;0,00;1.450,00;0,00;0,00;2
06;DE-DE - DEPORTES (2019);34110;22609;Actividades culturales y deportivas-Prom.y fomento deporte;33.305,00;0,00;33.305,00;252,42;0,00;0,00;0,00;0,00;0,00;0,00;747,58;1.000,00;32.305,00;170.315,44;2,24%;0,00;32.305,00;15.389,99;16.389,99;2
06;DE-DE - DEPORTES (2019);34110;22706;Estudios y trabajos técnicos-Prom.y fomento deporte;165,75;0,00;165,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;165,75;170.315,44;0,00%;0,00;165,75;0,00;0,00;2
06;DE-DE - DEPORTES (2019);34110;22799;Otros trabajos realizados por otras empresas y profes.-Promo;3.060,00;0,00;3.060,00;0,00;0,00;0,00;0,00;1.905,00;8.167,65;0,00;1.438,41;11.511,06;-8.451,06;170.315,44;313,92%;0,00;-8.451,06;0,00;11.511,06;2
06;DE-DE - DEPORTES (2019);34110;48100;Premios, becas y pensiones de estudio-Promoción y fomento de;14.072,00;0,00;14.072,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14.072,00;14.072,00;0,00%;0,00;14.072,00;0,00;0,00;4
06;DE-DE - DEPORTES (2019);34110;48900;Otras transferencias- Prom y fomento deporte;50.000,00;-50.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14.072,00; ;0,00;0,00;0,00;0,00;4
06;DE-DE - DEPORTES (2019);34110;62900;Otras inv.nuevas asociadas funcio. operat. serv.-Promoción y;5.447,63;0,00;5.447,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.447,63;163.503,54;0,00%;0,00;5.447,63;0,00;0,00;6
06;DE-DE - DEPORTES (2019);34112;20800;Arrendamientos de otro inmovilizado material-Consejo Motor;6.000,00;0,00;6.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.865,95;3.865,95;2.134,05;170.315,44;64,43%;0,00;2.134,05;0,00;3.865,95;2
06;DE-DE - DEPORTES (2019);34112;22000;Ordinario no inventariable-Consejo Motor;6.000,00;0,00;6.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.000,00;170.315,44;0,00%;0,00;6.000,00;0,00;0,00;2
06;DE-DE - DEPORTES (2019);34112;22199;Otros suministros-Consejo Motor;6.000,00;0,00;6.000,00;0,00;0,00;0,00;0,00;0,00;3.484,80;0,00;6.856,00;10.340,80;-4.340,80;170.315,44;172,35%;0,00;-4.340,80;0,00;10.340,80;2
06;DE-DE - DEPORTES (2019);34112;22400;Primas de seguros-Consejo Motor;6.000,00;0,00;6.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.000,00;170.315,44;0,00%;0,00;6.000,00;0,00;0,00;2
06;DE-DE - DEPORTES (2019);34112;22609;Actividades culturales y deportivas-Consejo Motor;20.000,00;0,00;20.000,00;0,00;0,00;0,00;0,00;6.375,00;0,00;0,00;0,00;6.375,00;13.625,00;170.315,44;0,00%;0,00;13.625,00;0,00;6.375,00;2
06;DE-DE - DEPORTES (2019);34112;22701;Seguridad- Consejo del Motor;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.916,24;5.916,24;-5.916,24;170.315,44; ;0,00;-5.916,24;0,00;5.916,24;2
06;DE-DE - DEPORTES (2019);34112;22706;Estudios y trabajos técnicos-Consejo Motor;11.000,00;0,00;11.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.881,95;6.881,95;4.118,05;170.315,44;62,56%;0,00;4.118,05;0,00;6.881,95;2
06;DE-DE - DEPORTES (2019);34210;13000;Retribuciones básicas-Instalaciones y Pistas Deportivas;19.513,88;504,94;20.018,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.028,08;6.028,08;13.990,74;5.611.250,10;30,11%;0,00;13.990,74;0,00;6.028,08;1
06;DE-DE - DEPORTES (2019);34210;13002;Otras remuneraciones-Instalaciones y Pistas Deportivas;26.800,34;1.006,98;27.807,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8.793,78;8.793,78;19.013,54;5.611.250,10;31,62%;0,00;19.013,54;0,00;8.793,78;1
06;DE-DE - DEPORTES (2019);34210;13101;Indefinidos no fijos en plantilla-Instalaciones y Pistas Dep;942.450,93;8.827,65;951.278,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;87.254,95;87.254,95;864.023,63;5.611.250,10;9,17%;0,00;864.023,63;0,00;87.254,95;1
06;DE-DE - DEPORTES (2019);34210;15000;Productividad-Instalaciones y Pistas Deportivas;4.067,52;0,00;4.067,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;653,31;653,31;3.414,21;5.611.250,10;16,06%;0,00;3.414,21;0,00;653,31;1
06;DE-DE - DEPORTES (2019);34210;15100;Gratificaciones-Instalaciones y Pistas Deportivas;50.359,32;222,57;50.581,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.805,31;4.805,31;45.776,58;5.611.250,10;9,50%;0,00;45.776,58;0,00;4.805,31;1
06;DE-DE - DEPORTES (2019);34210;16000;Seguridad Social-Instalaciones y Pistas Deportivas;363.139,82;2.360,13;365.499,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;33.691,97;33.691,97;331.807,98;5.611.250,10;9,22%;0,00;331.807,98;0,00;33.691,97;1
06;DE-DE - DEPORTES (2019);34210;16204;Acción social-Instalaciones y Pistas Deportivas;167.274,00;0,00;167.274,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18.009,00;18.009,00;149.265,00;5.611.250,10;10,77%;0,00;149.265,00;0,00;18.009,00;1
06;DE-DE - DEPORTES (2019);34210;20300;Arrendami. de maquin., instalaciones y utillaje-Instal y Pis;650,00;0,00;650,00;0,00;0,00;0,00;0,00;3.628,80;0,00;0,00;1.669,53;5.298,33;-4.648,33;170.315,44;256,85%;0,00;-4.648,33;1.618,74;6.917,07;2
06;DE-DE - DEPORTES (2019);34210;20800;Arrendamiento de otro inmovilizado material-Instal. y pistas;7.970,00;0,00;7.970,00;1.920,00;0,00;0,00;0,00;1.824,00;576,00;0,00;1.440,00;5.760,00;2.210,00;170.315,44;25,29%;0,00;2.210,00;0,00;5.760,00;2
06;DE-DE - DEPORTES (2019);34210;21000;Rep.,mant.y conserv.infraest.y bienes natur.-Instal. y pista;10.000,00;0,00;10.000,00;5.016,66;0,00;0,00;0,00;0,01;3.485,50;0,00;30.977,21;39.479,38;-29.479,38;170.315,44;344,63%;0,00;-29.479,38;0,00;39.479,38;2
06;DE-DE - DEPORTES (2019);34210;21200;Rep.,mant. y conserv.edificios y otras const-Instalac.ypista;28.240,00;0,00;28.240,00;9.151,99;0,00;0,00;0,00;6.171,01;4.959,43;0,00;13.756,00;34.038,43;-5.798,43;170.315,44;66,27%;0,00;-5.798,43;10.039,64;44.078,07;2
06;DE-DE - DEPORTES (2019);34210;21207;Mantenimiento extintores-Instalaciones y pistas deportivas;4.131,00;0,00;4.131,00;0,00;0,00;0,00;0,00;1.842,98;0,00;0,00;0,00;1.842,98;2.288,02;170.315,44;0,00%;0,00;2.288,02;0,00;1.842,98;2
06;DE-DE - DEPORTES (2019);34210;21300;Rep.,mant.y conserv.maquinaria,instal.y utillaje-Instalac.y;29.750,00;0,00;29.750,00;4.718,49;0,00;0,00;0,00;10.178,51;0,00;0,00;1.281,51;16.178,51;13.571,49;170.315,44;4,31%;0,00;13.571,49;0,00;16.178,51;2
06;DE-DE - DEPORTES (2019);34210;22102;Suminis Gas-Instalac. y pistas deportivas;28.500,00;0,00;28.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28.500,00;170.315,44;0,00%;0,00;28.500,00;1.104,99;1.104,99;2
06;DE-DE - DEPORTES (2019);34210;22110;Productos de limpieza y aseo- Instalaciones y pistas deport;2.000,00;0,00;2.000,00;0,00;0,00;0,00;0,00;1.618,13;711,96;0,00;1.296,53;3.626,62;-1.626,62;170.315,44;100,42%;0,00;-1.626,62;0,00;3.626,62;2
06;DE-DE - DEPORTES (2019);34210;22706;Estudios y trabajos técnicos-Instalc y pistas deportivas;2.000,00;0,00;2.000,00;0,00;0,00;0,00;0,00;1.537,91;0,00;0,00;0,00;1.537,91;462,09;170.315,44;0,00%;0,00;462,09;0,00;1.537,91;2
06;DE-DE - DEPORTES (2019);34210;22799;Otros trabajos realizados por otras empresas y prof-Instalac;3.182,70;0,00;3.182,70;0,00;0,00;0,00;0,00;2.086,50;0,00;0,00;0,00;2.086,50;1.096,20;170.315,44;0,00%;0,00;1.096,20;0,00;2.086,50;2
06;DE-DE - DEPORTES (2019);34210;62300;Maquinaria, instalaciones y utillaje-Instal.pistas deportiva;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.002,92;0,00;0,00;0,00;3.002,92;-3.002,92;163.503,54; ;0,00;-3.002,92;0,00;3.002,92;6
06;DE-DE - DEPORTES (2019);34210;62752;Inst. césped artificial Campo Fútbol Picadueñas;0,00;20.051,00;20.051,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20.051,00;163.503,54;0,00%;0,00;20.051,00;0,00;0,00;6
06;DE-DE - DEPORTES (2019);34210;62900;Otras inv.nuevas asociadas func. operat. serv.-Instalaciones;51.619,80;19.595,12;71.214,92;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19.595,12;19.595,12;51.619,80;163.503,54;27,52%;0,00;51.619,80;0,00;19.595,12;6
06;DE-DE - DEPORTES (2019);34210;63200;Inversión reposición edificios y otras construc.-Instalacion;13.454,85;27.510,00;40.964,85;0,00;0,00;0,00;0,00;27.510,00;0,00;0,00;0,00;27.510,00;13.454,85;163.503,54;0,00%;0,00;13.454,85;0,00;27.510,00;6
06;DE-DE - DEPORTES (2019);34210;63900;Otras inversiones de reposición asociada al func.op.serv.-In;107.430,00;50.000,00;157.430,00;0,00;0,00;0,00;0,00;46.222,00;0,00;0,00;0,00;46.222,00;111.208,00;163.503,54;0,00%;0,00;111.208,00;0,00;46.222,00;6
06;DE-DE - DEPORTES (2019);34211;13000;Retribuciones básicas-Piscinas Municipales;10.334,44;0,00;10.334,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.334,44;5.611.250,10;0,00%;0,00;10.334,44;0,00;0,00;1
06;DE-DE - DEPORTES (2019);34211;13002;Otras remuneraciones-Piscinas Municipales;13.685,86;0,00;13.685,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13.685,86;5.611.250,10;0,00%;0,00;13.685,86;0,00;0,00;1
06;DE-DE - DEPORTES (2019);34211;13101;Indefinidos no fijos en plantilla-Piscinas Municipales;403.518,32;-11.441,88;392.076,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;144.028,59;144.028,59;248.047,85;5.611.250,10;36,73%;0,00;248.047,85;0,00;144.028,59;1
06;DE-DE - DEPORTES (2019);34211;15100;Gratificaciones-Piscinas Municipales;3.036,60;117,67;3.154,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.949,50;2.949,50;204,77;5.611.250,10;93,51%;0,00;204,77;0,00;2.949,50;1
06;DE-DE - DEPORTES (2019);34211;16000;Seguridad Social-Piscinas Municipales;148.522,58;-5.878,81;142.643,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50.354,86;50.354,86;92.288,91;5.611.250,10;35,30%;0,00;92.288,91;0,00;50.354,86;1
06;DE-DE - DEPORTES (2019);34211;16204;Acción social-Piscinas Municipales;64.500,00;-3.949,44;60.550,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25.296,56;25.296,56;35.254,00;5.611.250,10;41,78%;0,00;35.254,00;0,00;25.296,56;1
06;DE-DE - DEPORTES (2019);34211;21200;Repar.manten.conserv.de edif. y otras construc.-Piscina Mpal;2.000,00;0,00;2.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.483,55;3.483,55;-1.483,55;170.315,44;174,18%;0,00;-1.483,55;0,00;3.483,55;2
06;DE-DE - DEPORTES (2019);34211;21207;Rep.,manten. y conserv.de extintores-Piscinas Mples;190,00;0,00;190,00;0,00;0,00;0,00;0,00;263,78;0,00;0,00;0,00;263,78;-73,78;170.315,44;0,00%;0,00;-73,78;0,00;263,78;2
06;DE-DE - DEPORTES (2019);34211;21300;Rep.,mant.y conserv.maquin.,instal.y utillaje-Piscinas Munic;6.500,00;0,00;6.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.500,00;170.315,44;0,00%;0,00;6.500,00;0,00;0,00;2
06;DE-DE - DEPORTES (2019);34211;22102;Suministro Gas-Piscina Mpal Deportes;35.000,00;0,00;35.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;35.000,00;170.315,44;0,00%;0,00;35.000,00;0,00;0,00;2
06;DE-DE - DEPORTES (2019);34211;22199;Otros suministros-Piscinas Municipales;15.000,00;0,00;15.000,00;0,00;0,00;0,00;0,00;12.404,12;1.087,38;0,00;0,00;13.491,50;1.508,50;170.315,44;7,25%;0,00;1.508,50;0,00;13.491,50;2
06;DE-DE - DEPORTES (2019);34211;22706;Estudios y trabajos técnicos-Piscinas Municipales;2.210,00;0,00;2.210,00;0,00;0,00;0,00;0,00;2.289,32;0,00;0,00;0,00;2.289,32;-79,32;170.315,44;0,00%;0,00;-79,32;0,00;2.289,32;2
06;DE-DE - DEPORTES (2019);34211;62300;Maquinaria, instalaciones y utillaje- Piscinas mpales.;0,00;30.000,00;30.000,00;0,00;0,00;0,00;0,00;2.660,33;0,00;0,00;29.995,39;32.655,72;-2.655,72;163.503,54;99,98%;0,00;-2.655,72;0,00;32.655,72;6
06;DE-DE - DEPORTES (2019);34211;63200;Inversión reposición edificios y otras construcciones-Piscin;159.303,34;0,00;159.303,34;0,00;0,00;0,00;0,00;4.073,98;0,00;0,00;169.559,01;173.632,99;-14.329,65;163.503,54;106,44%;0,00;-14.329,65;0,00;173.632,99;6
06;DE-DE - DEPORTES (2019);34211;63900;Otras inversiones de reposición asociada al func.op.serv.-Pi;1.756,15;2.894,88;4.651,03;0,00;0,00;0,00;0,00;0,00;2.884,87;0,00;0,00;2.884,87;1.766,16;163.503,54;62,03%;0,00;1.766,16;0,00;2.884,87;6
06;DE-DE - DEPORTES (2019);94210;46100;A Diputaciones, Consejos o Cabildos insulares-Transf.a Entid;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;0,00;0,00;0,00;0,00;0,00;50.000,00;0,00;0,00;0,00%;0,00;0,00;0,00;50.000,00;4
07;VI-VI - VIVIENDAS E INFRAESTRUCTU;15320;13000;Retrib. básicas pers. laboral fijo-Vias Públicas;209.371,32;-1.047,70;208.323,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;121.041,35;121.041,35;87.282,27;12.419.978,24;58,10%;0,00;87.282,27;0,00;121.041,35;1
07;VI-VI - VIVIENDAS E INFRAESTRUCTU;15320;13001;Horas extraordinarias. Vías Públicas;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.637,60;9.637,60;-9.637,60;12.419.978,24; ;0,00;-9.637,60;0,00;9.637,60;1
07;VI-VI - VIVIENDAS E INFRAESTRUCTU;15320;13002;Otras remuneraciones pers. laboral fijo-Vias Públicas;246.653,08;4.146,92;250.800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;155.024,46;155.024,46;95.775,54;12.419.978,24;61,81%;0,00;95.775,54;0,00;155.024,46;1
07;VI-VI - VIVIENDAS E INFRAESTRUCTU;15320;13101;IIndefinidos no fijos de plantilla-Vias Públicas;222.042,86;17.313,05;239.355,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;173.375,26;173.375,26;65.980,65;12.419.978,24;72,43%;0,00;65.980,65;0,00;173.375,26;1
07;VI-VI - VIVIENDAS E INFRAESTRUCTU;15320;15000;Productividad Vías Públicas;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.191,03;6.191,03;-6.191,03;12.419.978,24; ;0,00;-6.191,03;0,00;6.191,03;1
07;VI-VI - VIVIENDAS E INFRAESTRUCTU;15320;15100;Gratificaciones-Vias Públicas;53.463,15;-1.157,21;52.305,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;76.786,49;76.786,49;-24.480,55;12.419.978,24;146,80%;0,00;-24.480,55;0,00;76.786,49;1
07;VI-VI - VIVIENDAS E INFRAESTRUCTU;15320;16000;Seguridad Social-Vias Públicas;240.452,67;1.698,41;242.151,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;185.624,37;185.624,37;56.526,71;12.419.978,24;76,66%;0,00;56.526,71;0,00;185.624,37;1
07;VI-VI - VIVIENDAS E INFRAESTRUCTU;15320;16204;Acción Social-Vias Públicas;69.978,48;-1.779,36;68.199,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40.294,99;40.294,99;27.904,13;12.419.978,24;59,08%;0,00;27.904,13;0,00;40.294,99;1
07;VI-VI - VIVIENDAS E INFRAESTRUCTU;15320;20300;Arrend. maq.instal. y utillajes-Vias Públicas;20.000,00;0,00;20.000,00;0,00;0,00;0,00;0,00;17.774,90;0,00;0,00;2.995,96;20.770,86;-770,86;1.670.737,98;14,98%;17.175,95;-17.946,81;24.938,71;45.709,57;2
07;VI-VI - VIVIENDAS E INFRAESTRUCTU;15320;21000;Rep. mant. y conserv. infraest. y bienes natu.-Vias Públicas;300.000,00;0,00;300.000,00;726,00;0,00;0,00;0,00;0,00;135.582,20;0,00;45.980,00;182.288,20;117.711,80;1.670.737,98;60,52%;680,64;117.031,16;20.825,60;203.113,80;2
07;VI-VI - VIVIENDAS E INFRAESTRUCTU;15320;21200;Repar,manten.y conserv.de edificios y otras const.-Vias Públ;1.000,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.000,00;1.670.737,98;0,00%;0,00;1.000,00;0,00;0,00;2
07;VI-VI - VIVIENDAS E INFRAESTRUCTU;15320;22104;Vestuario-Vias Públicas;2.900,00;0,00;2.900,00;0,00;0,00;0,00;0,00;18.073,00;0,00;0,00;0,00;18.073,00;-15.173,00;1.670.737,98;0,00%;0,00;-15.173,00;0,00;18.073,00;2
07;VI-VI - VIVIENDAS E INFRAESTRUCTU;15320;22199;Otros suministros+Vias Públicas;194.500,00;0,00;194.500,00;0,00;0,00;0,00;0,00;75.148,89;20.042,26;0,00;30.439,96;125.631,11;68.868,89;1.670.737,98;25,95%;957,80;67.911,09;21.820,54;147.451,65;2
07;VI-VI - VIVIENDAS E INFRAESTRUCTU;15320;22706;Estudios y trabajos técnicos-Vias Públicas;37.500,00;0,00;37.500,00;907,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;907,50;36.592,50;1.670.737,98;0,00%;0,00;36.592,50;0,00;907,50;2
07;VI-VI - VIVIENDAS E INFRAESTRUCTU;15320;60900;Otras inversiones nuevas en infraest.y bienes para u-Vías pú;100.000,00;69.874,60;169.874,60;56.425,24;0,00;0,00;0,00;21.991,24;46.625,00;0,00;18.994,36;144.035,84;25.838,76;2.885,62;38,63%;0,00;25.838,76;21.991,24;166.027,08;6
